CodigoCliente,CodigoContrato,DataInicio,DataTermino,Fechado,Placa,Cor,Modelo,ValorPeriodoVeiculo,ValorCombustivel,ValorLocacao,PeriodoTarifa,ValorDiversos
477,22580,9/25/20 0:00,9/28/20 0:00,Sim,RFM9A47,Branco Banchisa,Gol 1.0 Flex 12v 5p,"R$ 80,00","R$ 0,00","R$ 240,00",1,"R$ 0,00"
1035,22593,9/28/20 0:00,11/26/20 0:00,Sim,QPO8329,Prata,Gol 1.0 Flex 12v 5p,"R$ 1.800,00","R$ 142,52","R$ 3.879,95",30,"R$ 0,00"
521,22596,9/28/20 0:00,11/18/20 0:00,Sim,QWU1181,Prata,Etios Hb Xls 1.5,"R$ 63,34","R$ 173,06","R$ 3.553,40",1,"R$ 150,00"
1609,22626,10/5/20 0:00,10/8/20 0:00,Sim,PWY8734,Branca,Fiorino Furgão 1.4 Flex,"R$ 183,33","R$ 0,00","R$ 549,99",1,"R$ 0,00"
1881,22628,10/6/20 0:00,10/7/20 0:00,Sim,RFP7J83,Branca,Ka Se 1.0 Ha,"R$ 55,56","R$ 0,00","R$ 100,00",1,"R$ 0,00"
1957,22631,10/6/20 0:00,11/17/20 0:00,Sim,RFP7J72,Branca,Ka Se 1.0 Ha,"R$ 1.750,00","R$ 0,00","R$ 2.450,00",30,"R$ 0,00"
1958,22633,10/7/20 0:00,10/12/20 0:00,Sim,QQU2455,Prata,Corolla Gli 1.8 Cvt,"R$ 330,00","R$ 0,00","R$ 1.650,00",1,"R$ 0,00"
1959,22636,10/8/20 0:00,10/13/20 0:00,Sim,RFP7J96,Branca,Ka Se 1.0 Ha,"R$ 100,00","R$ 0,00","R$ 500,00",1,"R$ 0,00"
1960,22637,10/8/20 0:00,10/13/20 0:00,Sim,RFP7J83,Branca,Ka Se 1.0 Ha,"R$ 100,00","R$ 0,00","R$ 500,00",1,"R$ 0,00"
1404,22635,10/8/20 0:00,10/9/20 0:00,Sim,RFP7J85,Branca,Ka Se 1.0 Ha,"R$ 0,01","R$ 61,08","R$ 61,10",1,"R$ 0,00"
1961,22638,10/9/20 0:00,10/14/20 0:00,Sim,RFP7J93,Branca,Ka Se 1.0 Ha,"R$ 100,00","R$ 0,00","R$ 500,00",1,"R$ 0,00"
1963,22642,10/9/20 0:00,10/14/20 0:00,Sim,RFP7J90,Branca,Ka Se 1.0 Ha,"R$ 100,00","R$ 0,00","R$ 850,00",1,"R$ 350,00"
1962,22641,10/9/20 0:00,10/13/20 0:00,Sim,RFI4A44,Cinza,Ka Se 1.0 Ha,"R$ 100,00","R$ 0,00","R$ 400,00",1,"R$ 0,00"
839,22646,10/13/20 0:00,11/30/20 0:00,Sim,QXG3475,Branca,Onix 1.0mt Lt Flex Power Sp. Mec.,"R$ 1.900,00","R$ 0,00","R$ 3.040,00",30,"R$ 0,00"
1969,22693,10/15/20 0:00,10/19/20 0:00,Sim,RFP7J81,Branca,Ka Se 1.0 Ha,"R$ 100,00","R$ 0,00","R$ 400,00",1,"R$ 0,00"
1974,22735,10/19/20 0:00,10/23/20 0:00,Sim,RFP7J93,Branca,Ka Se 1.0 Ha,"R$ 90,00","R$ 0,00","R$ 450,00",1,"R$ 0,00"
1963,22766,10/21/20 0:00,11/13/20 0:00,Sim,RFT6C21,Prata Sirius,Gol 1.6 Msi Flex 8v 5p,"R$ 60,00","R$ 0,00","R$ 1.820,00",1,"R$ 380,00"
848,22776,10/21/20 0:00,11/18/20 0:00,Sim,RFT6C10,Prata Sirius,Gol 1.6 Msi Flex 8v 5p,"R$ 53,33","R$ 0,00","R$ 1.493,24",1,"R$ 0,00"
1175,22775,10/21/20 0:00,10/27/20 0:00,Sim,RFT6C24,Prata Sirius,Gol 1.6 Msi Flex 8v 5p,"R$ 130,00","R$ 0,00","R$ 780,00",1,"R$ 0,00"
2082,22806,10/24/20 0:00,10/26/20 0:00,Sim,QOO3920,Prata,Saveiro Robust 1.6 Total Flex 8v,"R$ 57,69","R$ 0,00","R$ 150,00",1,"R$ 0,00"
2015,22840,10/27/20 0:00,10/27/20 0:00,Sim,RFM9A51,Branco,Gol 1.0 Flex 12v 5p,"R$ 100,00","R$ 0,00","R$ 100,00",1,"R$ 0,00"
1541,22885,10/29/20 0:00,11/10/20 0:00,Sim,RFU8B54,Branco,Ka Se 1.0 Ha,"R$ 1.900,00","R$ 0,00","R$ 760,00",30,"R$ 0,00"
1780,23648,11/2/20 0:00,12/12/20 0:00,Sim,QOS4685,Preta,Etios Platinum Sed. 1.5 Flex 16v 4p Aut.,"R$ 2.900,00","R$ 0,00","R$ 3.866,67",30,"R$ 0,00"
1780,22899,11/2/20 0:00,11/12/20 0:00,Sim,QQU9615,Preta,Corolla Gli 1.8 Cvt,"R$ 4.000,00","R$ 0,00","R$ 0,00",30,
1780,23106,11/2/20 0:00,12/5/20 0:00,Sim,RFX2E24,Branca,Hilux Cd 4x4 2.8 Diesel Mec,"R$ 2.900,00","R$ 0,00","R$ 0,00",30,
1583,23001,11/6/20 0:00,11/26/20 0:00,Sim,QUZ7003,Branca,Hb 20 1.0 Unique Flex 12v Mec.,"R$ 1.734,93","R$ 0,00","R$ 1.200,00",30,"R$ 0,00"
1493,22890,11/9/20 0:00,11/26/20 0:00,Sim,QQU2455,Prata,Corolla Gli 1.8 Cvt,"R$ 200,00","R$ 0,00","R$ 3.583,37",1,"R$ 0,00"
848,23159,11/13/20 0:00,11/16/20 0:00,Sim,QQU9615,Preta,Corolla Gli 1.8 Cvt,"R$ 100,00","R$ 0,00","R$ 300,00",1,"R$ 0,00"
1035,23286,11/16/20 0:00,11/17/20 0:00,Sim,RFT6C22,Prata Sirius,Gol 1.6 Msi Flex 8v 5p,"R$ 2.000,00","R$ 0,00","R$ 96,67",30,"R$ 30,00"
2089,23198,11/18/20 0:00,11/20/20 0:00,Sim,RFP7J72,Branca,Ka Se 1.0 Ha,"R$ 100,00","R$ 0,00","R$ 200,00",1,"R$ 0,00"
1670,23203,11/18/20 0:00,12/18/20 0:00,Sim,RFQ7H05,Cinza Moscou,Ka Se 1.0 Ha,"R$ 1.650,00","R$ 0,00","R$ 1.650,00",30,"R$ 0,00"
2091,23255,11/24/20 0:00,12/24/20 0:00,Sim,RFU8B54,Branco,Ka Se 1.0 Ha,"R$ 1.550,00","R$ 0,00","R$ 1.550,00",30,"R$ 0,00"
2092,23264,11/24/20 0:00,11/26/20 0:00,Sim,RFT6C21,Prata Sirius,Gol 1.6 Msi Flex 8v 5p,"R$ 200,00","R$ 0,00","R$ 400,00",1,"R$ 0,00"
2093,23265,11/25/20 0:00,12/23/20 0:00,Sim,RFT2A86,Cinza Moscou,Ka Se 1.0 Ha,"R$ 1.650,00","R$ 0,00","R$ 1.540,00",30,"R$ 0,00"
1305,23292,11/27/20 0:00,11/30/20 0:00,Sim,RFQ7H03,Cinza Moscou,Ka Se 1.0 Ha,"R$ 100,00","R$ 0,00","R$ 300,00",1,"R$ 0,00"
1001,23336,11/30/20 0:00,1/23/21 0:00,Sim,QUY5576,Branca,Frontier Se Atx 4,"R$ 6.800,00","R$ 0,00","R$ 12.240,00",30,"R$ 0,00"
2099,23597,12/3/20 0:00,1/20/21 0:00,Sim,QQU9615,Preta,Corolla Gli 1.8 Cvt,"R$ 3.920,00","R$ 0,00","R$ 6.400,00",30,"R$ 8,21"
2101,23633,12/4/20 0:00,1/3/21 0:00,Sim,RFT6C14,Prata,Gol 1.6 Msi Flex 8v 5p,"R$ 1.850,00","R$ 0,00","R$ 1.850,00",30,"R$ 0,00"
2100,23617,12/4/20 0:00,12/9/20 0:00,Sim,RFQ7H03,Cinza Moscou,Ka Se 1.0 Ha,"R$ 100,00","R$ 0,00","R$ 530,00",1,"R$ 30,00"
1305,23637,12/5/20 0:00,12/10/20 0:00,Sim,RFM9A47,Branco Banchisa,Gol 1.0 Flex 12v 5p,"R$ 100,00","R$ 0,00","R$ 500,00",1,"R$ 0,00"
2103,23662,12/7/20 0:00,1/4/21 0:00,Sim,RFP7J90,Branca,Ka Se 1.0 Ha,"R$ 1.650,00","R$ 0,00","R$ 1.540,00",30,"R$ 0,00"
2102,23647,12/7/20 0:00,1/7/21 0:00,Sim,QWR4067,Prata Sand,Hb 20 1.0 Unique Flex 12v Mec.,"R$ 1.596,77","R$ 0,00","R$ 1.650,00",30,"R$ 0,00"
1488,23663,12/7/20 0:00,1/6/21 0:00,Sim,RFT2A90,Branco,Ka Se 1.0 Ha,"R$ 1.650,00","R$ 0,00","R$ 1.650,00",30,"R$ 0,00"
2104,23664,12/11/20 0:00,1/11/21 0:00,Sim,RFQ7H03,Cinza Moscou,Ka Se 1.0 Ha,"R$ 1.595,00","R$ 0,00","R$ 1.650,00",30,"R$ 1,83"
2105,23677,12/11/20 0:00,2/3/21 0:00,Sim,QUZ7003,Branca,Hb 20 1.0 Unique Flex 12v Mec.,"R$ 1.600,00","R$ 0,00","R$ 2.880,00",30,"R$ 0,00"
1268,23673,12/11/20 0:00,1/12/21 0:00,Sim,QWU1064,Prata,Etios Hb Xls 1.5,"R$ 46,87","R$ 0,00","R$ 1.500,00",1,"R$ 0,16"
1476,23687,12/12/20 0:00,12/19/20 0:00,Sim,RFP7J83,Branca,Ka Se 1.0 Ha,"R$ 100,00","R$ 0,00","R$ 730,00",1,"R$ 30,00"
1948,23695,12/14/20 0:00,1/13/21 0:00,Sim,RFI4A56,Branco,Ka Se 1.0 Ha,"R$ 1.600,00","R$ 0,00","R$ 1.600,00",30,"R$ 0,00"
2107,23720,12/17/20 0:00,1/14/21 0:00,Sim,RFP7J87,Branca,Ka Se 1.0 Ha,"R$ 1.650,00","R$ 0,00","R$ 1.680,00",30,"R$ 103,36"
1983,23739,12/18/20 0:00,12/21/20 0:00,Sim,RGA5J79,Prata,STRADA ENDURANCE CS 1.4 02,"R$ 100,00","R$ 0,00","R$ 300,00",1,"R$ 0,00"
2110,23744,12/19/20 0:00,1/18/21 0:00,Sim,QWU1181,Prata,Etios Hb Xls 1.5,"R$ 60,00","R$ 0,00","R$ 1.800,00",1,"R$ 0,00"
1961,23741,12/20/20 0:00,1/4/21 0:00,Sim,RMF0A20,Preta,Gol 1.6 Msi Flex 8v 5p,"R$ 100,00","R$ 0,00","R$ 1.500,00",1,"R$ 0,00"
2106,23745,12/21/20 0:00,1/21/21 0:00,Sim,RMF0A22,Cinza,Gol 1.6 Msi Flex 8v 5p,"R$ 1.519,80","R$ 0,00","R$ 1.600,00",30,"R$ 0,00"
1863,23749,12/21/20 0:00,12/28/20 0:00,Sim,RME6J06,Cinza,Gol 1.6 Msi Flex 8v 5p,"R$ 130,00","R$ 0,00","R$ 910,00",1,"R$ 0,00"
1863,23750,12/21/20 0:00,1/4/21 0:00,Sim,RME6J07,Cinza,Gol 1.6 Msi Flex 8v 5p,"R$ 110,00","R$ 0,00","R$ 1.540,00",1,"R$ 0,00"
2114,23747,12/21/20 0:00,1/20/21 0:00,Sim,RMF0A19,Cinza,Gol 1.6 Msi Flex 8v 5p,"R$ 55,00","R$ 0,00","R$ 1.650,00",1,"R$ 0,00"
2113,23757,12/22/20 0:00,12/28/20 0:00,Sim,RME6J14,Cinza,Gol 1.6 Msi Flex 8v 5p,"R$ 130,00","R$ 0,00","R$ 780,00",1,"R$ 0,00"
1481,23780,12/23/20 0:00,1/12/21 0:00,Sim,QQU2455,Prata,Corolla Gli 1.8 Cvt,"R$ 150,00","R$ 0,00","R$ 3.000,00",1,"R$ 0,00"
2115,23766,12/23/20 0:00,12/28/20 0:00,Sim,RFP7J83,Branca,Ka Se 1.0 Ha,"R$ 100,00","R$ 0,00","R$ 500,00",1,"R$ 0,00"
2117,23786,12/24/20 0:00,1/6/21 0:00,Sim,QWR6983,Cinza,Etios Hb Xls 1.5,"R$ 100,00","R$ 0,00","R$ 1.360,00",1,"R$ 60,00"
2116,23782,12/24/20 0:00,12/28/20 0:00,Sim,RFP7J91,Branca,Ka Se 1.0 Ha,"R$ 100,00","R$ 0,00","R$ 400,00",1,"R$ 0,00"
695,23791,12/29/20 0:00,1/28/21 0:00,Sim,RFU8B54,Branco,Ka Se 1.0 Ha,"R$ 1.750,00","R$ 0,00","R$ 2.190,00",30,"R$ 440,00"
2118,23828,12/30/20 0:00,12/31/20 0:00,Sim,QWR6984,Cinza,Etios Hb Xls 1.5,"R$ 0,00","R$ 0,00","R$ 0,00",1,"R$ 0,00"
2119,23883,12/31/20 0:00,1/4/21 0:00,Sim,RFP7J83,Branca,Ka Se 1.0 Ha,"R$ 100,00","R$ 0,00","R$ 400,00",1,"R$ 0,00"
520,23885,1/4/21 0:00,2/24/21 0:00,Sim,RME6J07,Cinza,Gol 1.6 Msi Flex 8v 5p,"R$ 1.800,00","R$ 0,00","R$ 3.060,00",30,"R$ 0,00"
2122,23909,1/6/21 0:00,2/5/21 0:00,Sim,RFP7J90,Branca,Ka Se 1.0 Ha,"R$ 1.650,00","R$ 0,00","R$ 1.650,00",30,"R$ 0,00"
1488,23910,1/6/21 0:00,2/5/21 0:00,Sim,RFT2A90,Branco,Ka Se 1.0 Ha,"R$ 1.650,00","R$ 0,00","R$ 1.650,00",30,"R$ 0,00"
2123,23912,1/8/21 0:00,1/11/21 0:00,Sim,RFQ7H08,Cinza Moscou,Ka Se 1.0 Ha,"R$ 100,00","R$ 0,00","R$ 300,00",1,"R$ 0,00"
340,24161,1/18/21 0:00,1/18/21 0:00,Sim,RFP7J87,Branca,Ka Se 1.0 Ha,"R$ 100,00","R$ 0,00","R$ 0,00",1,
340,24162,1/18/21 0:00,1/21/21 0:00,Sim,RFT2A86,Cinza Moscou,Ka Se 1.0 Ha,"R$ 100,00","R$ 0,00","R$ 300,00",1,"R$ 0,00"
2126,24180,1/20/21 0:00,1/29/21 0:00,Sim,QWU1193,Prata,Etios Hb Xls 1.5,"R$ 120,00","R$ 0,00","R$ 1.080,00",1,"R$ 0,00"
2002,23792,1/25/21 0:00,2/26/21 0:00,Sim,QOS4685,Preta,Etios Platinum Sed. 1.5 Flex 16v 4p Aut.,"R$ 2.000,00","R$ 0,00","R$ 2.133,33",30,"R$ 0,00"
1609,24233,1/28/21 0:00,2/1/21 0:00,Sim,RFQ7H08,Cinza Moscou,Ka Se 1.0 Ha,"R$ 75,00","R$ 0,00","R$ 330,00",1,"R$ 30,00"
2129,24246,1/29/21 0:00,2/1/21 0:00,Sim,RFP7J87,Branca,Ka Se 1.0 Ha,"R$ 100,00","R$ 0,00","R$ 300,00",1,"R$ 35,00"
2131,24263,1/29/21 0:00,3/1/21 0:00,Sim,RMF0A19,Cinza,Gol 1.6 Msi Flex 8v 5p,"R$ 1.550,00","R$ 0,00","R$ 1.601,67",30,"R$ 0,00"
2003,24437,2/4/21 0:00,2/5/21 0:00,Sim,RMI2E40,Prata Bari,STRADA ENDURANCE CS 1.4 02,"R$ 150,00","R$ 0,00","R$ 150,00",1,"R$ 0,00"
1305,24463,2/5/21 0:00,2/10/21 0:00,Sim,RFU8B54,Branco,Ka Se 1.0 Ha,"R$ 100,00","R$ 0,00","R$ 500,00",1,"R$ 0,00"
1806,24509,2/6/21 0:00,2/8/21 0:00,Sim,RFP7J91,Branca,Ka Se 1.0 Ha,"R$ 100,00","R$ 0,00","R$ 200,00",1,"R$ 0,00"
1983,24512,2/8/21 0:00,2/10/21 0:00,Sim,RGA5J81,Prata,STRADA ENDURANCE CS 1.4 02,"R$ 170,00","R$ 0,00","R$ 340,00",1,"R$ 0,00"
2137,24543,2/10/21 0:00,2/11/21 0:00,Sim,RFP7J91,Branca,Ka Se 1.0 Ha,"R$ 100,00","R$ 0,00","R$ 296,65",1,"R$ 30,00"
2138,24568,2/11/21 0:00,2/20/21 0:00,Sim,RFU8B54,Branco,Ka Se 1.0 Ha,"R$ 90,00","R$ 0,00","R$ 840,00",1,"R$ 30,00"
1949,24610,2/12/21 0:00,2/15/21 0:00,Sim,RFT2A86,Cinza Moscou,Ka Se 1.0 Ha,"R$ 100,00","R$ 0,00","R$ 300,00",1,"R$ 0,00"
1035,24668,2/12/21 0:00,2/17/21 0:00,Sim,PPY8018,Branca,Frontier Se Atx 4,"R$ 0,01","R$ 0,00","R$ 0,05",1,"R$ 0,00"
1806,24611,2/12/21 0:00,2/18/21 0:00,Sim,QWR6981,Cinza,Etios Hb Xls 1.5,"R$ 90,00","R$ 0,00","R$ 540,00",1,"R$ 0,00"
2140,24612,2/12/21 0:00,2/15/21 0:00,Sim,RML0C55,Prata,Gol 1.6 Msi Flex 8v 5p,"R$ 100,00","R$ 0,00","R$ 300,00",1,"R$ 0,00"
2139,24571,2/12/21 0:00,2/22/21 0:00,Sim,RFI4A56,Branco,Ka Se 1.0 Ha,"R$ 90,00","R$ 0,00","R$ 900,00",1,"R$ 0,00"
2141,24613,2/13/21 0:00,2/15/21 0:00,Sim,QWU1020,Prata,Etios Hb Xls 1.5,"R$ 130,00","R$ 0,00","R$ 260,00",1,"R$ 0,00"
2144,24653,2/17/21 0:00,3/17/21 0:00,Sim,RFT2A86,Cinza Moscou,Ka Se 1.0 Ha,"R$ 1.607,14","R$ 0,00","R$ 1.500,00",30,"R$ 0,00"
816,24659,2/18/21 0:00,3/23/21 0:00,Sim,QWU1181,Prata,Etios Hb Xls 1.5,"R$ 1.800,00","R$ 0,00","R$ 2.005,00",30,"R$ 0,00"
2101,24669,2/19/21 0:00,3/22/21 0:00,Sim,QWU1020,Prata,Etios Hb Xls 1.5,"R$ 1.741,94","R$ 0,00","R$ 1.800,00",30,"R$ 0,00"
2147,24675,2/20/21 0:00,3/24/21 0:00,Sim,QWR6981,Cinza,Etios Hb Xls 1.5,"R$ 1.700,00","R$ 0,00","R$ 1.813,33",30,"R$ 0,00"
841,24707,2/22/21 0:00,2/25/21 0:00,Sim,RMF0A17,Prata,Gol 1.6 Msi Flex 8v 5p,"R$ 100,00","R$ 0,00","R$ 330,00",1,"R$ 30,00"
848,24721,2/24/21 0:00,3/1/21 0:00,Sim,RMD5B14,Branco,Toro Endurance Atd4,"R$ 300,00","R$ 0,00","R$ 1.500,00",1,"R$ 0,00"
2082,24969,2/25/21 0:00,2/27/21 0:00,Sim,RMI2E40,Prata Bari,STRADA ENDURANCE CS 1.4 02,"R$ 75,00","R$ 0,00","R$ 150,00",1,"R$ 0,00"
2003,25066,3/5/21 0:00,3/8/21 0:00,Sim,RMI2E40,Prata Bari,STRADA ENDURANCE CS 1.4 02,"R$ 150,00","R$ 0,00","R$ 450,00",1,"R$ 0,00"
2152,25128,3/22/21 0:00,3/23/21 0:00,Sim,RMO6H51,Prata,Ka Se 1.0 Ha,"R$ 100,00","R$ 0,00","R$ 141,65",1,"R$ 0,00"
2152,25155,3/24/21 0:00,3/25/21 0:00,Sim,RMO6H51,Prata,Ka Se 1.0 Ha,"R$ 100,00","R$ 0,00","R$ 100,00",1,"R$ 0,00"
2153,25158,3/25/21 0:00,3/29/21 0:00,Sim,RFL9E65,Prata Bari,STRADA ENDURANCE CS 1.4 02,"R$ 120,00","R$ 0,00","R$ 480,00",1,"R$ 0,00"
2003,25515,4/9/21 0:00,4/12/21 0:00,Sim,QUB0453,Prata,Saveiro Robust 1.6 Total Flex 8v,"R$ 130,00","R$ 0,00","R$ 390,00",1,"R$ 0,00"
1983,25520,4/12/21 0:00,4/17/21 0:00,Sim,QUZ7004,Branca,Hb 20 1.0 Unique Flex 12v Mec.,"R$ 100,00","R$ 0,00","R$ 530,00",1,"R$ 30,00"
1541,25665,4/19/21 0:00,4/22/21 0:00,Sim,RMI3G07,Prata,L200 Triton Outd Gls D,"R$ 500,00","R$ 0,00","R$ 1.500,00",1,"R$ 0,00"
2159,25573,4/20/21 0:00,4/23/21 0:00,Sim,RFI4A35,Prata,Ka Se 1.0 Ha,"R$ 120,00","R$ 0,00","R$ 370,00",1,"R$ 10,00"
2160,25631,4/23/21 0:00,4/26/21 0:00,Sim,RMI3G08,Branca,L200 Triton Outd Gls D,"R$ 500,00","R$ 0,00","R$ 1.500,00",1,"R$ 0,00"
848,25677,4/27/21 0:00,5/3/21 0:00,Sim,QQZ9779,Branca,Frontier Se Atx 4,"R$ 300,00","R$ 0,00","R$ 1.800,00",1,"R$ 0,00"
2113,25886,4/30/21 0:00,5/3/21 0:00,Sim,QWU1035,Cinza,Etios Hb Xls 1.5,"R$ 130,00","R$ 0,00","R$ 420,00",1,"R$ 30,00"
2164,26002,5/7/21 0:00,5/10/21 0:00,Sim,QWR4070,Branca,Hb 20 1.0 Unique Flex 12v Mec.,"R$ 100,00","R$ 0,00","R$ 300,00",1,"R$ 0,00"
586,26009,5/8/21 0:00,5/10/21 0:00,Sim,RFT2A90,Branco,Ka Se 1.0 Ha,"R$ 120,00","R$ 0,00","R$ 240,00",1,"R$ 0,00"
883,26433,5/12/21 0:00,5/27/21 0:00,Sim,RFY6A91,Branca,Hilux Cd 4x4 2.8 Diesel Mec,"R$ 220,00","R$ 0,00","R$ 3.550,00",1,"R$ 250,00"
1949,26081,5/21/21 0:00,5/24/21 0:00,Sim,QWU1035,Cinza,Etios Hb Xls 1.5,"R$ 110,00","R$ 0,00","R$ 330,00",1,"R$ 0,00"
1983,26150,5/25/21 0:00,5/26/21 0:00,Sim,RMY0E62,Prata,VOYAGE 1.6 L MB5,"R$ 110,00","R$ 0,00","R$ 140,00",1,"R$ 30,00"
2172,26157,5/27/21 0:00,6/26/21 0:00,Sim,QQU9615,Preta,Corolla Gli 1.8 Cvt,"R$ 163,34","R$ 0,00","R$ 4.900,20",1,"R$ 0,00"
2138,26160,5/28/21 0:00,7/3/21 0:00,Sim,RFI4A56,Branco,Ka Se 1.0 Ha,"R$ 53,45","R$ 149,27","R$ 2.073,47",1,"R$ 0,00"
2173,26182,5/28/21 0:00,6/2/21 0:00,Sim,RMY0E57,Prata,VOYAGE 1.6 L MB5,"R$ 120,00","R$ 0,00","R$ 600,00",1,"R$ 0,00"
848,26435,6/4/21 0:00,6/7/21 0:00,Sim,QWU1185,Cinza,Etios Hb Xls 1.5,"R$ 150,00","R$ 220,66","R$ 700,66",1,"R$ 30,00"
2175,26442,6/7/21 0:00,6/25/21 0:00,Sim,RMY0E59,Preta,VOYAGE 1.6 L MB5,"R$ 90,00","R$ 188,21","R$ 2.218,21",1,"R$ 410,00"
1961,26472,6/15/21 0:00,7/17/21 0:00,Sim,RFM9A43,Branco,Gol 1.0 Flex 12v 5p,"R$ 1.750,00","R$ 0,00","R$ 1.866,67",30,"R$ 0,00"
1983,26489,6/17/21 0:00,6/26/21 0:00,Sim,QWU1064,Prata,Etios Hb Xls 1.5,"R$ 100,00","R$ 0,00","R$ 900,00",1,"R$ 0,00"
848,26560,6/22/21 0:00,6/26/21 0:00,Sim,RMV8D72,Prata,Hilux Cd 4x4 2.8 Diesel Mec,"R$ 300,00","R$ 0,00","R$ 1.200,00",1,"R$ 0,00"
1983,26574,6/24/21 0:00,6/26/21 0:00,Sim,RGA5J84,Prata,STRADA ENDURANCE CS 1.4 02,"R$ 140,00","R$ 0,00","R$ 900,00",1,"R$ 620,00"
335,26591,6/24/21 0:00,6/30/21 0:00,Sim,QOV1080,Preto,Renegade Lngtd At D,"R$ 300,00","R$ 0,00","R$ 1.950,00",1,"R$ 0,00"
1949,26586,6/25/21 0:00,6/25/21 0:00,Sim,RFM9A24,Branco,Gol 1.0 Flex 12v 5p,"R$ 110,00","R$ 0,00","R$ 0,00",1,
1949,26606,6/25/21 0:00,6/28/21 0:00,Sim,RMF0A24,Prata,Gol 1.6 Msi Flex 8v 5p,"R$ 110,00","R$ 0,00","R$ 330,00",1,"R$ 0,00"
2181,26877,7/1/21 0:00,7/15/21 0:00,Sim,QWU1054,Prata,Etios Hb Xls 1.5,"R$ 90,00","R$ 0,00","R$ 1.560,00",1,"R$ 300,00"
2183,26902,7/5/21 0:00,7/7/21 0:00,Sim,RMV8D70,Prata,Hilux Cd 4x4 2.8 Diesel Mec,"R$ 600,00","R$ 0,00","R$ 1.800,00",1,"R$ 0,00"
1983,26915,7/7/21 0:00,7/8/21 0:00,Sim,RGA5J84,Prata,STRADA ENDURANCE CS 1.4 02,"R$ 140,00","R$ 0,00","R$ 140,00",1,"R$ 0,00"
2186,26921,7/8/21 0:00,7/9/21 0:00,Sim,RMY0E61,Prata,VOYAGE 1.6 L MB5,"R$ 110,00","R$ 0,00","R$ 110,00",1,"R$ 0,00"
1196,26947,7/14/21 0:00,7/15/21 0:00,Sim,QOS4685,Preta,Etios Platinum Sed. 1.5 Flex 16v 4p Aut.,"R$ 140,00","R$ 0,00","R$ 140,00",1,"R$ 0,00"
1780,26948,7/14/21 0:00,8/2/21 0:00,Sim,QUK9837,Branca,Versa 16 Sv Cvt,"R$ 1.800,00","R$ 0,00","R$ 1.140,00",30,"R$ 0,00"
2189,26951,7/15/21 0:00,7/22/21 0:00,Sim,RMZ2I76,Prata,Hilux Cd 4x4 2.8 Diesel Mec,"R$ 600,00","R$ 0,00","R$ 4.200,00",1,"R$ 0,00"
1676,26959,7/16/21 0:00,7/19/21 0:00,Sim,RMF0A24,Prata,Gol 1.6 Msi Flex 8v 5p,"R$ 106,67","R$ 0,00","R$ 320,01",1,"R$ 0,00"
2139,26961,7/16/21 0:00,7/19/21 0:00,Sim,RME6J16,Prata,Gol 1.6 Msi Flex 8v 5p,"R$ 100,00","R$ 0,00","R$ 300,00",1,"R$ 0,00"
1949,26968,7/17/21 0:00,7/19/21 0:00,Sim,QWU1054,Prata,Etios Hb Xls 1.5,"R$ 100,00","R$ 0,00","R$ 200,00",1,"R$ 0,00"
2183,26969,7/19/21 0:00,7/22/21 0:00,Sim,RMZ2I77,Prata,Hilux Cd 4x4 2.8 Diesel Mec,"R$ 550,00","R$ 0,00","R$ 1.650,00",1,"R$ 0,00"
1087,26909,7/19/21 0:00,8/22/21 0:00,Sim,QQU2455,Prata,Corolla Gli 1.8 Cvt,"R$ 4.200,00","R$ 0,00","R$ 4.760,00",30,"R$ 0,00"
1392,27044,7/21/21 0:00,7/22/21 0:00,Sim,QWU1035,Cinza,Etios Hb Xls 1.5,"R$ 110,00","R$ 0,00","R$ 0,00",1,
1392,27047,7/21/21 0:00,7/24/21 0:00,Sim,RMF0A23,Cinza,Gol 1.6 Msi Flex 8v 5p,"R$ 99,18","R$ 32,45","R$ 329,99",1,"R$ 0,00"
2181,27045,7/21/21 0:00,7/23/21 0:00,Sim,QWU1054,Prata,Etios Hb Xls 1.5,"R$ 90,00","R$ 0,00","R$ 180,00",1,"R$ 0,00"
1885,27046,7/21/21 0:00,8/29/21 0:00,Sim,PPY8018,Branca,Frontier Se Atx 4,"R$ 230,00","R$ 0,00","R$ 9.000,00",1,"R$ 30,00"
848,27055,7/22/21 0:00,7/27/21 0:00,Sim,QQZ9779,Branca,Frontier Se Atx 4,"R$ 300,00","R$ 0,00","R$ 1.500,00",1,"R$ 0,00"
2192,27048,7/22/21 0:00,8/23/21 0:00,Sim,QWU1035,Cinza,Etios Hb Xls 1.5,"R$ 62,50","R$ 0,00","R$ 2.000,00",1,"R$ 0,00"
2193,27935,7/22/21 0:00,9/19/21 0:00,Sim,QWU1035,Cinza,Etios Hb Xls 1.5,"R$ 53,56","R$ 0,00","R$ 3.190,04",1,"R$ 30,00"
2193,27059,7/22/21 0:00,8/18/21 0:00,Sim,QWU1185,Cinza,Etios Hb Xls 1.5,"R$ 60,00","R$ 0,00","R$ 0,00",1,
2193,27532,7/22/21 0:00,8/28/21 0:00,Sim,QXG3483,Prata,Onix 1.0mt Lt Flex Power Sp. Mec.,"R$ 60,00","R$ 0,00","R$ 0,00",1,
2003,27065,7/24/21 0:00,7/26/21 0:00,Sim,QQZ5251,Prata,Saveiro Robust 1.6 Total Flex 8v,"R$ 75,00","R$ 0,00","R$ 150,00",1,"R$ 0,00"
