NU_INSCRICAO,Q001,Q002,Q005,Q006,Q007
210055572244,G,E,4,O,A
210055648128,G,G,3,K,B
210055862153,E,E,5,E,A
210055496122,E,E,3,B,A
210056903354,B,D,5,D,A
210055664080,E,E,3,H,A
210055568896,E,D,4,F,A
210056934568,D,G,5,H,B
210055746755,F,F,5,O,B
210056938479,H,D,4,C,A
210054667171,C,H,4,C,A
210054538954,G,E,6,G,A
210054924741,E,E,1,B,A
210057334844,F,F,5,D,A
210055513899,C,F,3,D,B
210056465583,E,E,4,H,A
210056652298,E,E,4,D,A
210057122575,E,E,3,D,A
210056524866,B,E,5,B,A
210057393594,E,E,4,B,A
210057839062,E,E,4,B,A
210057933516,D,D,3,B,A
210055355240,H,B,3,B,A
210055675949,E,E,2,C,A
210057805789,G,G,4,O,A
210054551559,E,G,4,H,A
210055666761,D,B,4,B,A
210055657196,C,C,4,D,A
210054539456,C,C,2,C,A
210057595273,D,D,4,C,A
210055705089,B,E,4,E,A
210055481232,C,D,3,C,A
210055661929,E,E,4,F,A
210055775211,D,E,4,D,A
210056437718,E,D,6,F,A
210056218116,E,E,5,B,A
210057533709,E,A,3,B,A
210056642544,H,H,3,B,A
210056483126,C,C,3,F,A
210055637140,G,F,3,F,A
210055302539,F,E,4,L,A
210056236637,C,F,7,E,A
210055634204,B,B,4,E,A
210055783020,B,C,11,C,C
210058005078,B,B,4,C,A
210055474612,H,B,4,A,A
210056578225,E,F,4,B,A
210054569148,E,B,4,G,A
210055164143,B,B,5,B,A
210056545673,E,E,5,D,A
210056964255,E,F,3,K,A
210056859751,D,E,4,C,A
210055716759,E,E,5,B,A
210056624868,G,E,2,D,A
210054539331,E,E,4,G,A
210057361310,F,G,6,M,D
210054552712,C,G,3,F,A
210057323834,E,G,4,H,B
210056641941,B,E,2,C,A
210055528102,F,F,5,Q,B
210055545551,G,G,4,N,B
210057726133,H,E,4,D,A
210056912252,B,C,4,B,A
210057326019,E,E,3,A,A
210055469733,C,G,5,D,A
210056438080,E,E,4,C,A
210056930985,E,D,2,B,A
210056241285,D,E,3,D,A
210056216900,B,D,3,F,A
210055399611,F,E,4,D,A
210057558776,F,F,2,B,A
210057386245,F,F,4,G,A
210057378943,D,E,4,E,A
210055488648,D,D,4,H,A
210054841413,C,C,3,B,A
210055663457,B,E,5,C,A
210057844352,C,D,4,G,A
210058021706,B,G,4,G,A
210057128762,H,H,4,E,A
210056439839,H,H,4,E,A
210055800681,D,E,5,B,A
210055578514,B,E,4,D,A
210055499973,E,E,3,E,A
210056565690,E,E,1,B,A
210055709482,B,B,3,B,A
210057325487,F,G,3,K,A
210054666248,A,A,4,B,A
210057155878,E,F,5,F,A
210056892001,E,C,4,H,A
210056823382,B,G,4,B,A
210055365125,C,E,4,B,A
210056904673,H,F,3,H,A
210057109823,B,F,1,A,A
210056944222,E,E,6,B,A
210055386118,G,D,3,H,A
210057391392,C,C,3,B,A
210054558090,C,E,4,D,A
210055380229,E,B,2,D,A
210056238088,C,E,4,F,A
210055408962,B,F,4,B,A
210054954314,B,D,1,B,A
210057574507,A,A,3,G,A
210057983459,C,C,4,B,B
210055574705,B,E,3,F,A
210056226802,E,F,6,B,A
210057341715,E,E,3,K,D
210056708362,G,F,4,Q,A
210058021880,B,C,3,B,A
210055470086,B,B,4,C,A
210054553835,B,E,4,D,A
210057819669,D,B,5,A,A
210056438120,H,H,5,A,A
210056216437,D,E,3,D,A
210054885389,E,E,3,D,A
210055844612,E,E,5,F,A
210055291681,E,E,5,C,A
210056248605,F,G,4,L,A
210055731270,E,G,4,B,A
210057290330,F,F,5,H,A
210057052031,E,E,6,C,A
210055625601,F,G,3,Q,C
210057379495,F,B,4,C,A
210057050487,E,E,4,G,A
210055611563,A,A,3,B,A
210055741622,H,C,3,E,A
210055698993,C,E,6,H,A
210055663573,H,H,3,B,A
210057841616,H,H,5,D,A
210054555521,F,E,3,C,A
210054558723,E,D,3,M,A
210057487563,H,D,3,C,A
210057575772,E,E,2,B,A
210055783175,D,C,5,D,A
210056231685,D,D,4,B,A
210055595845,E,C,4,H,A
210056252164,C,C,5,D,A
210057354517,E,E,2,G,A
210057808745,C,C,2,B,A
210055186699,E,E,3,C,A
210057816717,C,D,2,D,A
210055681403,H,A,3,A,A
210057771653,F,G,5,N,A
210056953785,E,E,4,B,A
210055743302,E,C,5,G,A
210056576437,D,D,5,D,A
210056647510,E,E,3,D,A
210055662030,E,E,3,D,A
210055736133,B,E,5,C,A
210055204599,E,G,3,F,A
210057087714,E,G,5,E,A
210057835801,E,D,4,H,B
210055656868,B,B,3,A,A
210055677396,C,E,4,G,A
210055649955,D,D,4,E,A
210055799087,E,E,6,C,A
210055154237,F,F,1,L,B
210056224828,E,E,4,C,A
210054559148,E,F,2,D,A
210054589280,E,E,8,H,A
210055681980,E,D,4,H,A
210058021228,F,F,4,O,A
210055675166,G,G,4,M,A
210057573020,E,E,4,F,A
210057116741,B,B,4,C,A
210055611840,B,E,3,D,A
210056954480,H,B,6,B,A
210056858378,A,D,3,B,A
210055573584,E,G,4,H,A
210055623239,A,F,4,C,A
210056657762,C,D,5,F,A
210057358442,C,G,4,E,A
210054531659,H,E,3,E,A
210055691396,D,E,4,C,A
210055523619,F,G,3,P,C
210056568713,E,E,3,B,A
210055778358,H,C,2,A,A
210055489269,E,E,4,D,A
210054524970,A,A,2,A,A
210057517085,C,C,4,D,A
210055458244,C,D,3,D,A
210055257399,A,B,7,E,A
210057492565,D,D,6,C,A
210055219633,E,C,2,C,A
210054560985,G,G,5,D,D
210055578611,F,F,2,E,A
210055424120,E,G,3,E,A
210055517489,C,C,4,E,A
210055782678,E,F,3,C,A
210055698969,A,D,3,A,A
210057392352,H,H,4,B,A
210056834350,C,E,2,D,A
210058002014,E,G,5,F,A
210054556854,F,G,6,C,A
210056933980,E,C,2,D,A
210056939724,B,B,5,B,A
210055715455,F,D,5,C,A
210056268090,B,B,5,B,A
210055490664,E,E,3,B,A
210057373630,C,D,4,C,A
210055759751,H,B,2,B,A
210057375678,G,F,4,M,B
210055573780,G,G,3,P,A
210056655621,E,G,4,E,A
210055373711,B,E,8,H,A
210055716125,D,E,6,C,A
210055626768,E,E,3,C,A
210055730597,E,E,4,C,A
210055570031,C,C,3,C,A
210055657643,H,E,3,B,A
210057814895,C,B,5,E,A
210055786032,D,D,4,C,A
210054571407,H,H,5,F,A
210055402470,H,C,2,C,A
210055764657,E,E,3,C,A
210057497909,B,B,4,A,A
210056869979,A,B,6,C,A
210056483688,H,E,4,B,A
210056853524,C,B,4,B,A
210057750774,F,G,3,B,A
210057552915,E,E,4,C,A
210058017075,C,C,5,D,A
210057806258,E,E,3,D,A
210055671150,C,E,5,C,A
210055786259,E,D,4,A,A
210055622257,E,C,4,E,A
210054567247,E,E,4,N,A
210056961885,H,H,4,B,A
210056933726,F,G,5,H,A
210057811002,H,C,4,C,A
210056635578,E,D,5,E,A
210057048291,F,F,5,G,A
210057560575,E,F,4,J,A
210056539770,C,F,5,G,A
210057380866,D,E,5,B,B
210056654704,E,E,4,H,A
210054551771,E,E,3,C,A
210057763765,G,G,5,H,B
210055751714,D,C,3,D,A
210057392389,B,B,3,B,A
210057384824,B,B,3,A,A
210055697637,E,E,5,L,A
210055758320,H,H,5,B,A
210055692732,C,E,5,D,A
210057702548,B,B,2,B,A
210054558242,D,E,4,C,A
210055242362,E,E,5,B,B
210054669060,C,F,2,L,A
210057810771,F,E,4,H,A
210055427307,E,G,3,G,A
210055199222,D,E,3,H,A
210055400539,E,G,2,D,A
210056938988,D,G,3,G,A
210056615951,C,F,5,C,A
210055260982,D,B,4,B,A
210055668342,E,F,4,E,A
210054999897,E,E,3,I,A
210055374741,E,C,4,C,A
210055408915,D,E,4,E,A
210055759837,C,D,5,D,A
210054573757,G,E,4,M,B
210057802726,E,F,4,E,A
210057517002,B,A,3,C,A
210055814553,C,G,3,C,A
210055307585,H,G,2,D,A
210057301163,E,E,5,H,B
210055663067,B,B,4,B,A
210055857748,B,D,1,B,A
210057816162,E,E,4,D,A
210057336161,E,E,2,C,A
210055725584,H,H,2,B,A
210055789134,D,D,4,C,A
210057241614,E,F,3,N,D
210056633267,C,D,4,B,A
210056688610,C,C,3,D,A
210055559450,E,F,4,H,C
210056937305,F,D,4,D,A
210056642660,C,E,2,B,A
210055535313,E,F,4,F,A
210057594698,F,E,3,G,A
210055545334,D,D,3,H,A
210055701118,E,D,3,E,A
210055036212,B,B,7,B,A
210055488982,H,G,2,K,A
210057573827,C,C,3,C,A
210056588991,C,C,4,G,A
210056225900,C,B,3,D,A
210057594215,F,G,3,I,A
210057933286,E,D,5,G,A
210057406564,E,E,2,Q,A
210055738372,A,B,3,A,A
210055506598,F,F,4,M,A
210057043337,E,E,5,F,A
210055628785,C,E,3,B,A
210056435527,G,F,4,N,A
210055428808,H,E,3,G,A
210055487216,C,F,5,C,A
210057389844,C,E,4,F,A
210057092014,H,E,4,B,C
210056486354,C,E,3,A,A
210055544921,D,E,4,F,A
210055792514,C,E,2,B,A
210056238946,G,G,3,G,A
210055609195,E,D,8,C,A
210056657252,C,C,4,B,A
210057324595,E,C,4,C,A
210055531439,F,G,4,L,A
210055684570,C,E,11,C,A
210054517694,B,B,4,D,A
210057138273,G,G,5,O,A
210056918234,F,F,2,D,A
210055787518,B,C,3,C,A
210055195470,G,G,3,O,B
210054778282,E,E,5,B,A
210055066898,F,G,4,K,B
210057795542,B,B,5,E,A
210057760422,H,G,4,F,A
210057362153,F,G,3,N,A
210058004171,H,E,4,C,A
210054560833,B,B,5,C,A
210057325957,E,E,3,B,A
210055405312,D,E,2,B,A
210055764593,D,E,6,C,A
210056858983,G,G,3,P,A
210055802383,D,D,8,B,A
210055615564,C,E,4,B,A
210056943243,F,E,2,D,A
210057936457,B,G,4,E,A
210055794274,B,D,3,C,A
210055509118,C,G,5,H,D
210055616510,G,G,5,O,A
210054546291,G,G,5,Q,D
210056949766,H,E,3,E,A
210057931382,F,F,4,H,A
210057784361,F,G,4,M,A
210056941633,G,G,4,K,A
210057051147,B,E,5,D,A
210055690884,E,E,5,C,A
210057937378,B,D,4,C,A
210058013620,E,G,5,I,A
210055412392,C,G,2,B,A
210055630287,D,G,3,D,A
210057563034,A,C,2,A,A
210057540995,D,H,4,A,A
210055764908,B,D,5,C,A
210055620854,C,C,4,C,A
210057790025,F,F,2,D,A
210057285696,H,B,2,L,A
210056711172,C,E,4,F,A
210056573520,E,G,4,M,A
210057349235,C,B,4,G,A
210055655004,C,F,4,F,A
210055384979,F,D,3,J,A
210056708686,E,E,4,D,A
210057386009,E,F,4,L,A
210057375675,D,E,5,G,A
210055649855,E,F,3,E,A
210057817601,C,C,3,M,A
210055533649,G,G,4,Q,D
210054563713,B,C,3,D,A
210057565016,D,C,5,D,A
210055687668,C,E,5,D,A
210056642146,D,D,3,C,A
210054518408,B,D,3,B,A
210057771571,F,E,4,D,A
210057389175,E,E,2,H,A
210055326074,B,E,3,C,A
210057576786,A,E,4,C,A
210055628733,E,E,3,E,A
210055660910,B,E,3,D,A
210056216736,G,G,3,C,A
210055701986,E,E,4,F,A
210056256427,H,H,5,E,A
210056908103,H,D,3,F,A
210056953494,C,B,4,B,A
210055453654,D,E,3,I,A
210056904437,F,G,4,N,A
210056232653,E,E,2,B,A
210054889452,E,E,2,B,A
210055496981,G,E,3,O,A
210056232999,E,E,4,E,A
210054560561,D,E,6,B,A
210057219147,B,B,4,C,A
210055499553,B,C,2,D,A
210057153866,C,F,2,C,A
210056710928,F,E,5,G,A
210056486758,E,G,3,D,A
210057577813,G,G,3,L,A
210054538919,E,F,4,C,A
210057403257,C,C,8,B,A
210057047670,D,F,3,E,A
210055709765,C,D,3,C,A
210057755439,E,E,4,F,A
210057734944,F,G,4,P,D
210055618654,H,E,3,C,A
210055698302,C,E,3,D,A
210057377856,C,E,3,B,A
210055580371,E,G,4,E,A
210055753472,D,F,3,E,A
210056222380,C,C,2,C,A
210055267436,H,G,3,D,A
210057830226,E,E,4,B,A
210055621173,B,F,2,B,A
210055486319,E,D,2,D,A
210056903332,H,E,6,C,A
210056482884,F,F,4,M,B
210056924891,E,G,4,Q,D
210055815471,H,C,4,B,A
210057191053,C,D,1,D,A
210055509557,E,B,2,B,A
210055756600,H,C,4,B,A
210057375436,C,E,3,G,A
210058002842,F,E,3,E,A
210057860084,E,E,4,D,A
210054540939,E,E,3,C,A
210057930274,C,C,3,D,A
210055699316,D,C,3,B,A
210055765335,F,E,4,G,A
210055431339,E,C,2,C,A
210057818744,D,C,5,C,A
210054566712,E,F,4,E,A
210055550959,F,G,3,O,A
210057327807,F,F,4,D,A
210055676773,E,E,4,O,D
210057388206,B,C,5,B,D
210055675910,E,C,4,M,A
210056269687,C,D,4,E,A
210055502729,E,E,4,F,A
210055636460,E,E,4,E,A
210055586718,E,E,3,F,D
210055181546,H,E,2,G,A
210055867554,G,G,4,Q,B
210057791071,E,C,7,C,A
210056711919,E,B,3,A,A
210056253470,B,D,4,B,A
210057747251,G,F,3,H,B
210055674575,H,C,5,B,B
210055504002,E,F,4,I,A
210055323181,H,H,2,F,A
210056238848,E,E,6,B,A
210055747475,A,C,3,C,A
210055418265,F,F,4,J,B
210055640617,D,D,4,F,A
210055528187,G,G,6,K,B
210055314380,F,F,2,H,A
210057827634,A,B,3,D,A
210055427907,B,C,3,A,A
210057376818,B,B,1,B,A
210055126179,B,B,2,B,A
210056481147,C,G,5,F,B
210055460915,C,B,3,B,A
210055775629,D,E,3,D,A
210056933712,C,E,3,C,A
210057931144,E,E,6,E,A
210055653377,H,E,3,D,A
210055765508,H,C,4,B,A
210056794579,E,F,2,E,A
210057818016,H,C,4,C,A
210055535376,E,F,2,C,A
210055571701,C,E,4,D,A
210056903500,B,F,3,B,A
210055425922,C,D,3,B,A
210055509620,E,F,4,O,A
210055607839,H,D,3,B,A
210056566589,E,F,3,H,A
210057748872,G,G,2,J,A
210057507720,B,B,4,B,A
210055471185,E,G,2,G,B
210055633318,E,E,5,D,A
210055588159,F,G,4,Q,B
210057549977,E,E,5,D,A
210057338205,F,E,5,F,A
210055638472,E,E,4,B,A
210056660625,E,E,3,C,A
210055789732,D,B,4,D,A
210058002424,F,E,2,E,A
210057114035,D,C,2,B,A
210056260809,H,D,3,D,A
210057550942,E,C,3,C,A
210056909787,E,G,3,E,A
210054896531,D,E,3,F,A
210057601451,H,F,4,I,A
210057763086,H,A,2,B,A
210057322445,B,G,1,B,A
210057101519,H,B,9,A,A
210057827336,E,C,4,H,A
210056866087,G,G,5,N,A
210055497879,E,E,4,E,A
210055051982,B,B,3,C,A
210056235865,D,D,4,E,A
210057609160,B,B,4,F,A
210057389633,H,H,3,B,A
210057834174,C,D,4,D,A
210057577527,B,C,4,H,A
210057362065,D,E,5,F,A
210055656447,B,C,4,A,A
210057794132,G,E,4,O,B
210055164544,C,E,2,D,A
210057756634,E,E,2,B,A
210055569219,B,E,2,B,A
210057601531,F,F,2,G,A
210054538884,D,E,4,I,A
210054696776,E,E,5,H,A
210057563600,E,F,2,D,A
210056591465,E,E,4,D,C
210055580423,F,F,4,I,A
210055555091,H,E,2,B,A
210057338801,D,D,4,G,A
210055557983,F,G,2,D,A
210055748563,C,B,4,E,A
210057273849,E,F,3,F,A
210057382700,C,C,3,A,A
210055425996,E,E,4,G,A
210057995115,B,E,5,D,A
210055627828,F,G,4,H,A
210057122096,H,H,4,D,A
210057784543,H,B,2,B,A
210056908425,E,F,3,I,D
210056631948,E,E,3,C,A
210056223975,B,B,4,B,A
210055590887,C,F,4,B,A
210055309364,F,F,4,P,A
210054629346,G,G,5,Q,A
210055676958,D,C,3,C,A
210055268370,C,F,4,E,A
210056134931,B,D,2,D,A
210057113681,B,E,3,A,A
210057399087,E,E,4,B,A
210056256715,C,E,4,C,A
210055611716,F,F,4,J,A
210054722131,A,B,2,B,A
210057391101,F,E,4,D,A
210056213991,C,C,4,H,A
210055397611,C,C,3,E,A
210056926156,H,E,2,D,A
210057605687,D,F,4,G,A
210056919690,F,F,4,H,A
210055726881,D,E,4,D,A
210055691956,E,F,4,H,A
210057776828,E,C,5,F,A
210057364115,C,C,3,D,A
210054567432,E,D,2,C,A
210057114970,B,F,4,B,A
210055726559,C,F,4,H,A
210055726560,C,F,4,H,A
210057061699,A,B,2,B,A
210057737899,H,E,4,D,A
210055700413,F,E,4,H,A
210056578598,E,E,3,B,A
210057150725,D,D,5,D,A
210056654695,G,F,4,N,D
210056933906,G,F,4,K,A
210055680312,E,E,4,N,A
210057580663,G,G,4,J,B
210055995662,E,C,4,A,A
210055243452,D,D,4,C,A
210057488961,D,E,4,D,A
210057292867,D,G,3,H,A
210054569781,A,A,4,B,A
210055370742,F,G,2,F,A
210055459830,B,B,2,D,A
210055560401,E,E,3,B,A
210056582204,E,F,6,H,A
210057538080,G,H,5,B,A
210055763499,E,E,3,D,A
210057126079,C,B,3,C,A
210057353092,D,F,3,L,D
210055803147,E,F,3,H,A
210055741952,G,E,5,G,A
210055692643,B,E,4,C,A
210055699726,E,G,3,E,A
210056584387,B,C,3,C,A
210056855718,F,F,5,F,A
210056221236,D,E,5,D,A
210055658688,B,C,3,C,A
210057938944,C,C,3,B,A
210057590240,C,C,4,G,A
210058015862,C,E,4,F,A
210056945068,F,G,4,K,A
210057835507,E,E,6,G,A
210056246562,C,D,5,E,A
210056538027,E,F,2,C,A
210056648717,E,E,4,D,A
210055626812,G,G,3,F,A
210055797980,B,C,4,G,A
210055489964,C,E,11,C,A
210057932525,C,G,3,D,A
210055443596,B,F,2,B,A
210055393128,E,E,3,G,A
210055139886,F,F,4,M,A
210057829455,F,E,3,B,A
210054540230,E,F,4,H,D
210057364413,D,C,3,C,A
210056997846,E,E,2,D,A
210056871537,F,G,4,H,B
210055768939,A,B,4,D,A
210055489855,C,C,4,A,A
210055368158,D,E,4,B,A
210055803898,F,E,4,C,A
210055686969,D,F,3,C,A
210056919221,F,F,3,O,A
210058019718,C,E,3,G,A
210055517814,E,E,7,D,A
210054516787,B,B,2,C,A
210055550280,D,G,2,G,A
210056230239,F,E,4,O,A
210056616653,C,G,4,E,A
210057131386,E,E,2,C,A
210055797682,E,D,4,B,A
210054977944,G,G,2,P,A
210055654095,C,G,4,F,A
210057845054,E,F,4,C,A
210057358280,E,F,4,J,A
210057568806,D,F,4,H,A
210055518071,E,F,4,H,A
210056444039,H,H,4,B,A
210056708001,B,B,3,B,A
210057288224,G,G,3,H,B
210055630281,F,F,3,I,A
210055779944,F,E,4,P,D
210058007299,E,F,3,C,A
210056629671,F,E,5,H,A
210055667068,C,E,3,B,A
210055612150,H,G,3,G,B
210056541060,D,E,3,C,A
210055250035,B,E,2,B,A
210056668191,D,C,5,C,A
210055656231,E,G,5,E,A
210057276592,C,B,4,E,A
210055744034,B,B,4,B,A
210057299064,B,G,4,H,A
210056692979,F,F,3,D,A
210055680652,E,F,4,H,A
210056944974,C,B,3,C,A
210057832041,E,E,4,C,A
210054702935,F,B,1,B,A
210056256084,C,G,3,F,A
210055605490,B,E,3,D,A
210055812928,E,E,3,D,A
210055655528,E,G,4,D,A
210055204948,E,F,4,J,A
210056283032,B,A,2,F,A
210056927480,C,E,4,B,A
210055723952,D,G,4,G,A
210054535611,H,E,3,C,A
210054545790,C,C,3,F,A
210055715440,G,G,4,F,A
210055697773,D,B,1,A,A
210056877111,G,G,1,C,A
210056933515,E,D,2,B,A
210056589169,F,E,4,C,A
210055648422,E,G,4,E,A
210055582792,E,D,4,C,A
210056229422,E,E,4,K,A
210055481801,A,B,3,B,B
210055707641,H,E,3,D,A
210055672692,C,B,3,F,A
210055595692,F,G,2,F,A
210055731786,G,F,3,F,A
210055745500,C,E,4,D,A
210056256911,F,F,6,C,A
210056904578,E,F,4,G,A
210057128897,E,E,4,F,A
210055570837,G,E,4,E,A
210056683922,B,G,4,D,A
210057821488,E,E,5,F,A
210055717627,E,E,4,C,A
210058010696,G,E,5,D,A
210057807446,E,E,5,B,A
210057536141,G,G,3,Q,B
210057088620,B,C,4,B,A
210057391057,E,E,4,L,A
210055646710,E,F,4,C,A
210055314321,C,C,5,B,A
210055711576,F,F,4,H,A
210058009915,D,E,4,B,A
210057311814,G,G,2,M,A
210056460767,E,D,2,A,A
210056585932,B,A,5,C,A
210057153425,D,E,4,E,A
210057113975,E,G,1,J,A
210055596252,E,E,4,F,A
210055426771,F,F,4,G,A
210057348957,F,F,5,H,C
210054540120,D,B,3,B,A
210056585947,C,C,4,C,C
210056251795,B,C,2,D,A
210055490855,B,B,5,E,A
210056373461,C,C,4,B,A
210055276518,F,F,4,G,A
210057153704,F,F,5,I,A
210056541960,E,D,5,A,A
210056450928,F,E,3,F,A
210055764240,D,C,4,E,A
210055661691,B,B,5,B,A
210057748378,H,H,7,L,D
210056929477,G,G,5,M,A
210055697258,E,E,4,F,A
210056249210,E,G,4,G,A
210055531766,E,G,4,G,A
210055705367,F,E,5,E,A
210057816531,C,C,3,B,A
210057769164,F,D,5,E,A
210055740358,B,E,3,A,A
210057493099,E,E,3,E,A
210056938683,E,E,3,E,A
210057377048,F,E,4,D,A
210054545180,E,G,3,M,B
210055451721,A,A,3,B,A
210055602510,G,G,4,G,A
210056486767,B,B,5,I,A
210055504486,C,E,3,D,A
210056489468,H,C,6,C,A
210057391845,G,G,4,K,A
210057688220,B,B,3,D,A
210055718893,E,C,4,B,A
210055549096,E,E,6,E,A
210057834195,G,F,3,A,A
210056923738,C,D,5,D,A
210057341452,E,E,3,D,A
210055341963,D,E,3,H,A
210055498556,C,G,3,D,A
210057574419,H,E,5,B,A
210057340589,E,F,4,J,A
210055662183,B,E,5,C,A
210056437740,B,C,4,D,A
210057824721,E,E,3,B,A
210055601989,E,E,4,J,A
210056909264,C,E,2,B,A
210057486286,F,F,3,M,A
210056464148,E,E,4,G,A
210057781884,C,C,3,D,A
210056585828,F,E,4,K,A
210058011889,F,D,3,N,B
210057539268,D,E,4,C,A
210055701933,D,E,2,B,A
210056955110,H,D,2,D,A
210057820188,C,E,5,I,A
210055797986,B,C,3,B,A
210056619672,C,D,4,E,A
210055480482,E,F,6,Q,A
210057844129,E,E,6,F,A
210055518645,C,E,3,C,A
210055449828,F,F,5,Q,D
210057836580,E,G,3,E,A
210057134105,C,F,4,D,A
210055698774,E,C,6,C,A
210056217552,E,E,4,C,A
210056955701,H,E,4,B,A
210054552064,E,F,4,I,B
210054891116,B,B,8,D,A
210057351581,E,F,4,H,A
210055557180,G,C,2,J,B
210055561518,E,E,3,D,B
210055640584,D,D,3,B,A
210056221414,C,E,5,C,A
210055586236,H,E,2,B,A
210056546128,B,E,4,D,A
210057540940,E,E,4,B,A
210057130547,B,E,2,B,A
210057339198,C,D,3,D,A
210057354973,E,E,5,H,A
210056667069,C,E,4,E,A
210057554076,G,G,2,Q,B
210055650378,E,B,5,I,A
210055659493,C,E,4,B,A
210056892270,E,G,2,B,A
210056537123,E,E,6,H,A
210057745483,F,F,4,O,A
210057569511,B,D,2,B,A
210055636058,E,E,4,H,A
210055522300,F,F,4,G,A
210056655647,A,E,2,B,A
210057862455,B,E,4,E,A
210055365130,F,F,3,H,A
210055706062,B,B,6,B,A
210057831569,E,C,2,B,A
210056243126,G,G,2,Q,A
210056124592,B,B,3,A,A
210055578257,C,G,4,L,A
210056052910,E,E,4,D,A
210055652074,G,G,3,M,D
210057641283,E,E,3,B,A
210055403625,D,F,3,E,A
210057342836,B,C,4,C,A
210055362100,B,B,4,K,A
210055051054,D,B,3,B,A
210055447146,H,B,1,C,A
210057392933,E,E,3,C,A
210057392412,A,C,3,B,A
210057841359,E,E,4,E,A
210056484444,D,E,4,B,A
210055414779,F,G,3,P,B
210055547209,E,D,2,C,A
210056354237,C,C,1,B,A
210055738117,H,E,2,G,A
210055379266,B,E,2,C,A
210057365391,B,B,3,E,A
210057325468,E,G,4,O,D
210056934146,E,G,3,L,A
210055486609,D,B,3,C,A
210056788386,D,E,4,D,A
210057379441,D,D,4,D,A
210057157122,E,E,3,D,A
210057386137,C,C,5,B,A
210055669052,E,G,2,G,A
210055614815,F,G,4,O,B
210057549889,G,G,4,N,A
210057550938,D,E,4,O,D
210055452022,E,E,1,H,A
210056222558,H,H,2,G,B
210057325878,E,G,3,G,A
210057751713,E,D,1,C,A
210055566916,F,D,2,L,A
210057596398,D,F,2,L,A
210056617507,E,C,3,D,A
210057681154,E,E,2,D,A
210056260724,E,E,6,C,A
210055746224,E,B,4,C,A
210055747303,B,B,2,B,A
210055358991,B,B,4,D,A
210055776681,E,E,3,C,A
210057505657,C,C,5,I,A
210055720193,E,E,5,O,A
210055658138,E,D,5,D,A
210055655138,D,F,3,E,A
210055773822,H,E,4,D,A
210057348540,E,E,5,M,A
210057371890,E,C,4,C,A
210054549470,F,F,2,B,A
210054805497,H,H,3,C,A
210056313378,C,C,4,K,A
210056583558,B,B,4,A,A
210054565657,H,H,3,B,A
210056577730,E,F,4,D,A
210056651382,H,D,3,B,A
210057116078,H,G,4,A,A
210057062752,H,H,2,B,A
210054998261,C,E,5,D,A
210057813527,E,E,3,C,A
210056930561,C,G,3,H,A
210056710512,C,F,2,B,A
210057810084,E,E,2,G,A
210058021688,E,E,3,F,A
210054560323,B,B,3,A,A
210057375591,F,F,4,J,A
210057777716,E,E,5,C,A
210055324982,B,B,3,B,A
210057600457,G,F,5,P,A
210055671564,C,C,3,E,A
210056583702,E,D,3,B,A
210056492662,F,E,4,L,A
210057487786,E,E,4,C,A
210056617518,B,D,3,C,A
210056889189,B,E,3,D,A
210055705895,F,E,3,H,A
210054853805,A,A,3,D,A
210056931169,B,E,5,C,A
210056956136,E,E,4,G,A
210057843421,D,E,3,E,A
210054537018,A,E,1,B,A
210055661639,G,G,2,M,D
210055705355,B,B,4,D,A
210057818632,F,F,2,F,A
210057496488,C,D,5,D,A
210057812933,H,G,2,G,A
210055778393,C,D,2,C,A
210057529820,E,E,4,D,A
210055286411,E,C,4,E,A
210055674421,F,E,3,O,D
210054558790,C,B,4,F,A
210057048576,H,C,2,C,A
210055530733,D,E,4,E,A
210055179624,G,G,4,O,B
210055708255,D,C,6,B,A
210057309175,H,E,3,C,A
210057569881,G,G,4,J,A
210057334420,C,D,4,E,A
210057575252,E,D,3,D,A
210057742751,C,C,3,C,A
210055406548,E,F,3,F,A
210055711469,E,E,3,D,A
210057866646,E,D,2,C,A
210056830968,F,F,3,L,A
210055453599,F,F,3,D,A
210056937831,B,C,6,B,A
210057687247,E,G,3,F,A
210055612913,B,E,4,C,A
210057686191,B,B,3,M,A
210055574279,F,E,3,Q,D
210057846592,H,D,4,D,A
210057805307,C,C,3,B,A
210055796384,C,D,4,B,A
210057365399,D,F,4,K,A
210057559363,G,G,4,K,B
210055716543,E,E,3,C,A
210055679041,E,G,7,M,D
210055409696,F,G,3,N,A
210055777048,C,E,4,E,A
210056656833,H,D,5,A,A
210057821476,D,E,3,B,A
210057156692,F,D,5,F,A
210057723961,E,F,4,I,B
210056406052,F,E,3,C,A
210057931928,B,E,3,C,A
210056857430,B,B,3,B,A
210055788661,E,D,3,C,A
210054558535,D,F,5,E,A
210056539422,A,C,5,B,A
210057807895,E,F,3,C,A
210055747086,C,E,9,B,A
210054540244,D,E,4,F,A
210057579666,E,E,4,I,A
210057557266,B,E,3,E,A
210056581664,C,E,4,D,D
210055315006,E,D,5,B,A
210057401044,B,D,1,A,A
210056931668,E,C,3,B,A
210056896570,F,F,5,G,A
210057570994,E,C,5,C,A
210057487137,B,F,3,B,A
210056651433,C,E,4,G,A
210057938660,D,E,3,D,A
210056643701,C,D,4,C,A
210055673359,B,H,4,J,A
210055758152,B,B,4,A,A
210057831944,C,E,2,E,A
210054505696,F,E,4,E,A
210055315487,F,E,4,N,A
210057092209,E,C,4,D,A
210056232312,E,E,4,J,B
