NU_INSCRICAO,Q001,Q002,Q005,Q006,Q007
210055705302,B,C,3,C,A
210056776204,F,D,3,B,A
210057845896,C,E,5,B,A
210056476594,B,D,3,C,A
210057572346,C,B,4,A,A
210055621869,E,E,4,C,A
210056252060,H,E,3,C,A
210057381169,C,G,3,E,A
210057152483,E,F,4,G,A
210057932595,B,D,5,B,A
210057820133,C,B,3,E,A
210055720593,B,C,4,B,A
210055725700,C,C,4,B,A
210056233725,C,G,6,G,A
210055742398,B,C,4,C,A
210056712505,E,E,5,B,A
210057595758,C,C,8,B,B
210057792789,B,B,4,A,A
210056534819,C,B,5,B,A
210057375106,C,E,4,H,A
210056910502,E,E,3,C,A
210056231834,B,E,4,C,A
210057808057,C,G,4,B,A
210057832000,E,E,3,F,A
210057573026,D,E,4,D,A
210055678312,H,E,2,B,A
210055309642,B,G,4,B,A
210054561202,D,G,5,I,A
210057938109,B,D,5,D,A
210055504988,E,E,2,D,A
210056536011,F,G,3,H,A
210055491773,E,E,4,H,A
210057940471,E,E,4,E,A
210055430568,C,C,5,C,A
210055628763,B,C,2,B,A
210057572236,D,F,4,J,A
210057192634,D,E,4,G,A
210055707778,E,E,4,D,A
210055486173,E,E,4,F,A
210055176409,E,C,4,B,A
210056930564,E,B,4,F,A
210057118036,E,E,4,D,A
210056439180,D,D,3,D,A
210055679054,D,C,2,B,A
210055681479,E,E,2,E,A
210056941273,H,F,3,F,A
210055628230,D,E,8,E,A
210057314133,D,E,3,F,A
210055702805,B,B,3,D,A
210058015821,H,C,3,B,A
210055638829,H,H,1,A,A
210056839698,D,E,6,C,A
210056923667,E,E,5,B,A
210055382430,B,G,4,C,A
210057939087,E,E,3,D,A
210055728783,E,B,5,E,A
210055684241,B,D,5,D,A
210055508968,B,E,5,B,A
210057576458,B,B,3,B,A
210056936340,E,F,5,D,A
210054542306,E,E,3,C,A
210055782175,B,B,2,B,A
210055206603,E,B,2,C,A
210055975499,H,E,3,C,A
210055695438,B,B,4,B,A
210056936671,C,B,3,B,A
210056628261,D,D,4,G,A
210055339752,C,C,3,D,A
210056922274,E,E,4,C,A
210055745666,C,E,4,B,A
210055741921,B,C,3,B,A
210057368456,C,C,4,D,A
210055441250,E,E,4,C,A
210055514011,E,E,2,B,A
210057270936,C,C,2,B,A
210057265675,B,B,5,B,A
210056250820,C,E,3,C,A
210054544378,G,G,3,M,B
210057537234,E,F,5,E,A
210055743002,C,B,9,D,A
210055216841,C,F,3,C,A
210055663316,D,E,4,F,A
210056236962,D,D,4,G,A
210056126111,D,C,3,C,A
210056233379,D,B,4,C,A
210056661108,F,E,3,C,A
210055448016,C,C,5,C,A
210055606284,F,G,4,G,A
210055767180,E,E,6,F,A
210057384693,C,E,4,C,A
210057363476,F,C,3,F,A
210056614144,B,B,5,D,A
210056520803,E,E,3,B,A
210055490090,B,B,5,D,A
210056936125,B,B,3,D,A
210057769291,C,C,1,C,A
210055580196,C,G,2,D,A
210057492557,D,D,4,A,A
210056660713,H,C,4,C,A
210055714500,E,E,5,E,A
210055295460,C,E,4,B,A
210055549538,E,F,4,I,A
210055702464,E,E,3,F,A
210057390024,H,H,4,B,A
210055329827,H,H,4,D,A
210056581226,H,E,4,E,A
210055657386,B,C,5,B,A
210056655069,B,C,2,B,A
210057829730,C,C,4,G,A
210057329493,E,E,4,C,A
210057523614,C,D,6,E,A
210055648115,C,E,4,D,A
210055632725,B,C,4,C,A
210055413736,B,D,2,C,A
210057596497,E,B,3,C,A
210057390896,D,E,5,D,A
210055709515,B,B,2,D,D
210056585653,H,B,2,B,A
210056452979,B,B,2,F,A
210057379471,D,E,4,F,A
210057573082,F,E,5,E,A
210057117188,A,A,5,B,A
210055710369,B,E,3,B,A
210057124487,F,F,4,M,A
210056430623,E,E,3,E,A
210057492843,D,D,3,E,A
210054990428,G,E,5,J,C
210055246668,E,E,3,F,A
210054556801,G,G,4,K,A
210057577992,H,F,3,D,A
210057151771,C,B,3,D,A
210056217268,C,B,2,C,A
210057537574,H,C,6,H,A
210055608530,B,E,3,D,A
210057360531,B,B,4,B,A
210056627563,H,H,5,C,A
210057344221,D,E,2,D,A
210055750680,B,B,4,B,A
210057411452,E,E,2,C,A
210057825957,C,F,3,C,A
210057046848,D,C,4,B,A
210057364730,H,E,4,B,A
210056233503,C,C,2,C,A
210056241806,E,E,3,C,A
210056443505,C,D,4,D,A
210056948798,F,E,3,C,A
210055585688,D,E,4,D,A
210054539678,A,B,2,B,A
210056931013,H,H,2,B,A
210057841160,B,C,5,A,B
210054561626,E,C,11,A,A
210057774053,F,G,3,H,A
210056238008,C,D,5,F,A
210057805071,E,E,5,D,A
210057748703,B,E,5,C,A
210055756762,E,E,3,D,A
210055572125,E,E,5,D,A
210057831969,C,C,2,C,A
210056658625,H,H,4,B,A
210055228821,E,E,3,B,A
210056229750,B,C,6,E,A
210056904369,E,E,3,E,A
210055227899,D,D,5,L,A
210056926733,E,E,5,E,A
210055635812,H,E,3,C,A
210057567398,F,G,4,H,A
210056230326,H,E,5,B,A
210057983579,H,H,5,B,A
210056244257,D,E,4,B,A
210056614642,B,B,5,F,A
210055685916,H,H,3,B,A
210055717045,F,F,3,D,A
210055558678,D,D,3,B,A
210055672332,A,B,3,B,B
210055681977,D,E,4,C,A
210056357643,C,D,2,A,A
210056556250,E,E,3,D,A
210055590961,B,B,2,B,A
210057559631,B,A,3,D,A
210054564786,F,G,4,E,A
210057794721,C,B,1,C,A
210057388410,D,D,3,H,A
210057843481,C,F,4,B,A
210056437349,C,B,4,B,A
210056243024,G,F,3,J,A
210055753676,E,E,5,B,A
210055478554,B,A,3,D,A
210055779227,E,E,4,C,A
210054549675,H,D,4,D,A
210055649800,C,B,3,B,A
210057837922,B,E,4,A,A
210057400406,D,C,4,E,A
210055462518,B,B,2,E,A
210054967693,C,A,3,D,A
210055776418,C,C,6,C,A
210057345378,E,E,6,B,A
210057820388,G,G,3,G,B
210055706898,D,E,2,C,A
210057845986,D,E,4,D,A
210057541388,B,B,3,B,A
210055269585,H,B,3,C,A
210055049051,F,G,4,G,A
210057155951,E,H,3,C,A
210055163244,E,E,3,D,A
210055430645,D,C,2,E,A
210055758524,C,B,3,B,A
210057763289,B,B,4,H,D
210057523702,B,D,5,C,A
210056712830,B,E,3,C,A
210054543975,B,C,3,B,A
210055619840,D,C,4,I,A
210056797915,A,A,4,C,A
210054567662,C,D,6,C,A
210055706613,B,E,4,E,A
210055749934,C,E,3,B,A
210057782381,B,E,4,C,A
210057371283,C,D,4,D,A
210056711834,D,D,4,E,A
210057536088,D,D,4,E,A
210057339840,E,E,5,D,A
210055363696,G,G,4,I,A
210057836768,B,C,4,E,A
210056954713,B,B,4,B,A
210055601476,B,B,5,B,A
210055356262,B,E,2,C,A
210057386291,G,E,6,E,A
210056449567,B,E,3,C,A
210057307474,B,B,3,B,A
210057365501,F,G,2,P,C
210057113662,A,A,4,C,A
210056937337,D,G,5,H,A
210057827376,E,G,4,P,D
210055614136,C,D,4,D,A
210056647698,E,D,4,D,A
210055612077,B,C,2,B,A
210055647646,D,C,3,F,A
210054570971,E,B,4,G,A
210057295453,C,G,4,H,A
210055690932,G,G,3,F,A
210056620504,E,B,3,B,A
210056544559,B,B,3,A,A
210057573499,E,E,5,E,A
210055677157,C,E,4,G,A
210056599554,C,B,3,C,A
210057599790,B,B,4,D,A
210055534102,E,E,4,G,A
210057384237,G,E,4,D,A
210057810541,E,E,5,C,A
210056582959,B,C,5,D,A
210055721445,G,G,4,J,A
210055706851,C,D,3,B,A
210056605978,E,D,2,D,A
210055648695,D,F,4,B,A
210055591208,F,E,4,J,A
210057176659,G,F,1,B,B
210056471454,E,C,4,C,A
210055430273,E,E,4,D,A
210054952847,F,E,3,D,A
210055550432,C,C,3,B,A
210057347868,C,D,3,D,A
210057360999,C,B,4,B,A
210057397362,E,E,4,A,A
210057797884,D,B,1,C,A
210056520787,B,B,5,A,A
210055677038,C,C,6,C,A
210057835029,C,B,3,B,A
210057139812,B,B,2,B,A
210055805011,A,A,9,B,A
210056575076,D,F,4,H,D
210055589810,C,E,3,D,A
210056933199,D,G,2,B,A
210057361903,A,A,1,B,A
210055343508,H,E,2,B,A
210057388451,C,E,4,D,A
210058004020,D,D,4,F,A
210055843940,D,D,6,C,A
210056941127,B,B,5,B,A
210055380686,D,B,3,B,A
210055382191,D,E,3,B,A
210056538998,G,G,4,D,A
210057805766,A,B,3,B,B
210056934722,E,E,4,F,A
210055385773,D,E,4,D,A
210055749736,E,B,4,D,A
210056918779,F,E,5,C,A
210057309002,B,E,4,D,A
210057332488,E,F,3,B,A
210055738574,E,E,5,E,A
210055328385,E,E,4,C,A
210055724150,E,E,4,D,A
210055526095,E,F,2,D,A
210057764214,D,D,6,B,A
210055554662,H,E,2,B,A
210056224767,E,E,3,E,A
210055478136,E,E,3,G,A
210055464864,H,F,3,B,A
210057578205,E,E,4,B,A
210055704263,E,E,2,C,A
210056647705,B,C,3,B,A
210057566564,C,D,4,C,A
210054604455,C,C,4,C,A
210055760161,C,E,2,B,A
210055591730,C,F,2,D,A
210056639232,A,A,5,B,A
210055225929,F,C,4,I,A
210055450689,H,C,2,B,A
210054555211,C,C,4,D,A
210054547518,C,D,5,C,A
210057323269,B,B,5,A,A
210055629907,B,E,4,E,A
210057828557,B,C,3,C,A
210056684918,H,H,4,B,A
210057246255,E,E,1,B,A
210055768268,C,C,4,E,A
210055368041,F,F,3,L,A
210056619150,E,B,3,F,A
210056260266,A,B,5,B,A
210056937552,C,D,4,C,A
210057760084,E,D,4,C,A
210057551717,B,E,4,B,A
210057340211,E,E,4,B,A
210056863147,H,B,3,C,A
210056461931,E,E,3,C,A
210055534362,C,C,1,C,A
210055754208,E,E,2,B,A
210055692831,E,G,5,C,A
210057808612,H,C,3,B,A
210055503341,B,C,4,D,A
210054539516,D,D,5,E,A
210057571628,F,E,2,N,D
210055184823,E,E,2,J,D
210057362730,E,E,4,M,A
210056357221,C,E,1,B,A
210056489709,E,F,2,C,A
210056951870,E,E,3,C,A
210055670874,E,E,4,D,A
210057320942,C,E,2,D,A
210056814926,F,F,1,G,A
210055275555,D,E,3,E,A
210057384327,B,B,4,D,D
210055692376,F,E,4,G,B
210055361849,B,C,2,D,A
210057379751,B,B,3,B,A
210054548309,H,E,2,D,A
210055579897,G,G,3,O,A
210055696209,E,E,4,D,A
210055090182,H,A,4,B,A
210056877647,E,F,3,C,A
210056357015,E,E,3,B,A
210057135189,E,D,4,D,A
210055280025,E,E,3,B,A
210056928037,B,E,4,C,A
210057120509,D,G,4,G,A
210056844214,E,E,3,C,A
210055646507,C,C,5,C,A
210057812846,H,D,4,B,A
210057374670,C,E,2,B,A
210055651951,C,C,4,C,A
210055796560,D,E,4,B,A
210054542913,B,E,3,C,A
210055459922,H,H,3,C,A
210057384435,B,B,4,F,A
210057776709,E,E,2,C,A
210055550485,E,E,3,H,A
210057795124,B,B,1,B,A
210055210631,H,G,3,B,A
210055722739,B,F,3,D,A
210055705556,D,E,3,C,A
210055446916,C,C,5,E,A
210054550257,B,B,2,C,B
210055224598,C,E,3,C,A
210055650718,B,B,2,C,A
210057728522,B,B,2,C,A
210055593077,E,E,5,E,A
210056223729,E,E,3,B,A
210057933904,E,E,6,D,A
210057774501,H,C,3,B,A
210055369940,E,F,2,C,A
210055782567,E,E,4,B,A
210056930487,E,B,5,B,A
210057310536,C,C,3,D,A
210054791653,D,B,4,B,A
210057599181,D,C,3,B,A
210054570272,D,C,5,D,A
210055593250,B,B,5,C,A
210054522098,F,F,2,A,A
210056642202,E,E,3,B,A
210055588936,B,B,3,B,A
210057590824,B,B,3,C,A
210057394370,C,B,5,C,A
210054543533,C,C,4,F,A
210056848562,B,A,2,D,A
210055769577,H,C,11,C,A
210057350969,B,B,3,A,A
210055605707,E,F,4,E,A
210055671760,B,B,4,B,A
210057595992,D,B,3,E,A
210057838265,E,B,5,B,A
210057755965,H,F,1,B,A
210057385097,D,C,3,D,A
210055646016,B,C,4,C,A
210055707207,B,B,4,B,A
210057841403,C,F,5,B,A
210056268642,C,C,5,F,A
210055674062,C,C,2,B,A
210056541267,E,F,3,I,A
210056711115,D,E,3,C,A
210057827671,B,C,2,B,A
210054543751,B,D,3,C,A
210055275938,B,B,3,B,A
210056217462,D,E,5,B,A
210055598087,A,E,2,B,A
210057136726,E,C,5,D,A
210054541798,B,C,5,D,A
210054669798,C,B,4,D,A
210056227747,D,C,5,G,A
210057935778,H,D,4,E,A
210055416565,D,E,4,E,A
210056581705,C,E,3,C,A
210054522432,B,B,2,B,A
210056627299,F,E,3,D,A
210055424665,B,B,1,C,A
210056896212,A,G,3,B,A
210055801842,D,E,3,B,A
210055530273,E,E,3,E,A
210054571948,D,E,5,D,A
210054565631,C,D,3,E,A
210055343537,E,F,3,G,A
210055784695,E,E,4,D,A
210054547231,E,E,2,D,A
210057378411,B,B,4,B,A
210056566455,B,B,5,C,A
210057329946,F,E,2,C,A
210056710376,C,C,5,E,A
210056443017,E,F,4,C,A
210057192240,A,A,1,C,A
210055466356,C,C,4,C,A
210057737269,E,F,5,D,A
210054679031,B,B,2,B,A
210055716218,E,E,4,G,A
210057815831,D,E,1,B,A
210055505310,C,G,4,G,A
210057790639,C,C,3,B,A
210054551095,D,C,5,F,A
210055617861,E,D,2,D,A
210055225844,A,C,1,B,A
210055698506,F,F,3,J,A
210056935956,B,C,3,C,A
210056594150,C,E,4,B,A
210055742848,C,D,5,D,A
210055423509,E,F,3,B,A
210055078908,H,H,3,A,A
210057373117,C,D,5,H,A
210056443408,B,D,6,B,A
210055781503,B,C,6,B,A
210058024167,D,F,4,G,A
210055783685,C,E,3,D,A
210057714965,B,B,3,D,A
210056577096,B,B,4,D,A
210057492633,D,C,4,D,A
210055765167,D,D,3,D,A
210057360282,B,B,4,D,A
210057614192,E,D,3,B,A
210057748182,H,D,2,D,A
210057045665,C,D,4,D,A
210055652135,B,E,3,B,A
210054571109,C,E,3,B,A
210056253169,B,C,3,C,A
210055559851,C,F,3,F,A
210056711578,E,E,3,C,A
210055555059,C,E,2,D,A
210055663155,C,D,3,C,A
210055591960,E,E,3,B,A
210057116621,H,D,3,F,A
210057136028,E,E,3,C,A
210056645447,E,D,5,C,A
210055734954,C,E,3,C,A
210055785416,E,D,3,B,A
210055365142,G,G,2,K,A
210054517835,B,B,3,F,A
210057154393,E,E,4,E,A
210054545685,E,E,5,B,A
210057830058,D,E,1,B,A
210055752580,H,C,4,C,A
210054766211,D,D,2,B,A
210056817722,H,E,4,F,A
210056484436,B,B,5,B,A
210057753049,H,E,4,C,A
210054544264,E,E,2,G,A
210057947302,B,C,1,C,A
210056951967,B,B,3,B,A
210057367533,H,D,2,B,A
210057115313,E,F,4,E,A
210055719747,C,E,4,C,A
210056440612,C,C,4,B,A
210054896507,E,E,3,H,A
210056931678,E,E,3,H,A
210056947959,C,C,3,B,A
210057805033,H,F,3,D,A
210055727299,D,D,5,B,A
210055250339,H,C,2,D,A
210055362683,E,E,3,B,A
210056925570,E,E,2,C,A
210055696250,C,D,6,H,A
210057812720,C,C,2,C,A
210055743249,C,B,5,C,A
210054867140,A,B,1,C,A
210055343720,E,E,4,I,A
210055595713,G,G,1,I,A
210057810813,H,H,3,B,A
210055635699,D,D,4,B,A
210056265016,A,E,5,B,A
210057578254,B,D,1,A,A
210055749253,B,D,6,D,A
210057361951,B,E,5,G,A
210055623224,B,G,3,F,A
210055600412,B,C,4,B,A
210056847127,G,F,4,H,A
210057153503,E,F,2,D,A
210055707057,E,D,4,B,A
210055665653,B,B,4,C,A
210054770858,E,E,5,G,A
210057506820,C,D,3,C,A
210057685146,D,E,3,A,B
210055414130,C,E,3,C,A
210058010585,E,E,4,B,A
210055633812,C,E,3,B,A
210055313857,H,E,5,D,A
210056959283,D,E,3,B,A
210057294729,E,G,3,C,A
210055510951,E,E,4,C,A
210057824306,H,D,4,D,A
210057728396,E,E,2,D,A
210057392194,E,F,4,N,D
210055545872,D,D,3,B,A
210056956529,E,E,5,C,A
210056868025,E,E,4,H,A
210054549297,E,E,3,G,A
210056895526,E,G,2,D,A
210057351564,B,E,4,G,A
210055611010,E,C,4,C,A
210054550559,B,D,1,B,A
210056210698,B,B,1,B,A
210055789614,D,E,3,B,A
210054993401,B,B,2,B,A
210056486311,C,A,3,C,A
210056484520,E,E,6,B,A
210055667142,B,D,3,F,A
210055657552,H,E,5,E,A
210057771208,B,B,3,B,B
210056668812,E,G,3,K,B
210055590771,D,D,5,C,A
210055022213,E,F,2,C,A
210054863396,B,B,3,D,A
210054563262,E,D,3,C,A
210056447906,E,C,3,B,A
210055736794,E,G,3,D,A
210056230737,C,C,3,B,A
210055634654,H,H,3,C,A
210056232886,E,E,4,E,A
210057088239,E,E,6,C,A
210057332667,E,G,4,G,A
210055729857,B,B,3,B,A
210055410373,F,F,6,D,A
210057131254,B,C,4,B,A
210057777567,E,C,2,C,A
210055737254,H,E,2,C,A
210055769581,B,D,4,E,A
210056888211,F,F,3,C,A
210056247140,C,E,3,C,A
210055608561,C,D,3,B,A
210057357381,E,C,4,G,A
210055280483,E,E,4,D,A
210055418497,H,H,4,D,A
210054566537,E,E,3,E,B
210055670543,E,E,5,B,A
210057167569,D,E,2,C,A
210057781019,B,B,6,B,A
210056236525,H,B,7,B,A
210056595402,E,G,4,H,B
210055520887,E,G,3,H,A
210055677200,C,H,3,C,A
210054547934,E,D,2,B,A
210057597010,B,D,4,D,A
210055129995,A,A,2,B,A
210055756834,H,D,3,B,A
210054537756,F,F,4,F,A
210055747241,G,E,5,I,A
210056648406,E,D,3,J,A
210057709998,C,C,4,C,A
210055426240,E,G,6,G,A
210055504785,E,G,4,H,A
210055787514,C,B,7,A,A
210055662261,F,E,4,H,A
210057984332,B,C,3,B,D
210056692148,D,D,5,D,A
210054556010,E,E,3,D,A
210057360739,B,C,4,B,A
210057107781,F,F,3,D,A
210057552718,B,B,5,B,A
210057368259,C,E,3,E,A
210057389150,E,E,4,D,A
210055520641,B,H,3,A,A
210055783935,H,G,4,G,A
210056708163,E,E,3,C,A
210057086101,B,D,3,B,A
210056538702,C,D,7,B,A
210055444201,B,C,3,E,A
210056989451,C,C,2,B,A
210055243620,E,G,6,C,A
210057745658,H,H,3,C,A
210055731654,H,H,2,A,A
210055741527,B,B,6,B,A
210057769296,E,E,2,C,A
210057333592,B,C,5,G,A
210056837404,E,E,5,B,A
210054538060,A,B,2,C,A
210055566473,E,E,3,I,A
210055764316,E,E,3,D,A
210056264935,E,E,5,D,A
210055634333,E,E,2,B,A
210054554263,B,E,2,D,A
210055230648,E,E,3,C,A
210055403486,E,E,4,H,A
210057832763,C,E,4,B,A
210057789561,D,D,3,E,A
210054544686,B,C,3,B,B
210054563660,D,D,6,F,A
210055701345,B,B,4,D,A
210057370933,D,B,4,E,A
210057116422,E,E,4,G,A
210057846550,E,F,4,B,A
210054558886,H,F,2,H,A
210055617454,H,C,2,C,A
210056588103,H,B,2,C,A
210057332223,C,E,3,C,A
210057817633,E,E,3,E,A
210056672504,B,D,6,B,B
210055730976,F,C,4,I,A
210056626028,E,E,5,G,A
210055608641,C,E,4,B,A
210056462131,C,E,4,B,A
210054546434,H,B,2,B,A
210055631813,E,D,3,C,A
210056657931,G,E,4,K,A
210054520867,G,E,4,F,A
210055590721,E,F,4,D,A
210055715758,C,E,4,B,A
210056460047,B,D,4,B,A
210055519193,E,E,4,C,A
210055696439,E,E,3,G,A
210055611227,E,E,4,G,A
210056794603,H,C,6,E,A
210057431742,C,D,2,D,A
210055759828,D,D,5,C,A
210055749404,D,C,6,A,A
210056486743,B,B,4,C,A
210056467587,C,E,4,E,A
210055410996,D,B,1,C,A
210055485242,B,E,2,C,A
210055352256,E,D,5,G,A
210057693431,F,G,4,Q,B
210057095807,B,B,2,C,A
210054566083,C,B,5,F,A
210057848958,C,F,3,F,A
210055796539,E,H,2,B,A
210057392629,G,G,4,E,A
210055352004,E,E,5,G,A
210056907612,E,G,2,F,A
210056242900,E,E,4,D,A
210055730105,B,F,3,B,A
210056590610,G,E,4,P,A
210056593934,D,G,4,E,A
210055612194,A,B,2,C,A
210055173183,E,F,2,E,A
210056884567,B,B,5,D,A
210055801390,B,B,2,B,A
210056949287,B,B,4,B,A
210056709921,D,D,4,B,C
210055610626,B,F,4,B,A
210057556723,C,E,3,C,A
210055076369,G,E,4,F,A
210055536932,B,F,3,D,A
210055671575,C,D,5,E,A
210055204962,H,F,4,C,B
210055715185,E,D,4,E,A
210055609925,F,F,3,H,A
210056658484,E,E,3,J,A
210057560289,C,B,4,B,A
210055708776,C,C,4,B,A
210057572512,B,D,3,B,A
210057342844,G,G,4,P,D
210055549755,C,F,2,B,A
210056433556,E,E,4,C,A
210057399132,D,D,4,B,A
210055642445,G,G,1,E,B
210056128594,A,B,3,B,A
210056438894,B,C,5,C,A
210056646598,E,E,3,B,A
210055715348,B,E,6,C,A
210055647016,B,C,4,A,A
210057488335,C,E,3,B,A
210056479753,H,F,4,B,A
210057777245,C,C,4,B,A
210056947355,E,G,4,I,A
210057515609,B,A,1,A,A
210054624386,C,E,3,C,A
210056487621,C,E,4,D,A
210055768463,H,B,5,B,A
210056539906,B,B,5,F,A
210056852194,E,E,2,B,A
210056430537,E,E,3,D,A
210055698082,D,E,4,E,A
210055713926,E,E,4,D,A
210055375451,E,E,3,G,A
210056951093,E,D,10,E,A
210054958606,E,F,2,J,A
210057087361,D,D,3,H,A
210057127762,A,B,6,E,A
210055515167,C,D,1,A,A
210057790752,C,E,2,C,A
210054768817,B,C,3,C,A
210055762049,E,C,3,C,A
210056243573,G,G,3,K,B
210056615201,H,E,4,B,A
210055577836,B,E,2,B,A
210056710030,D,G,4,E,A
210057560805,C,C,5,D,A
210057752591,E,C,5,D,A
210055382938,H,H,4,G,B
210055317246,B,B,4,B,B
210057783481,E,D,4,C,A
210055734255,C,G,2,D,A
210055266766,H,G,5,D,A
210056608224,E,H,4,C,A
210055803001,G,C,5,E,A
210055675758,C,E,3,B,A
210055757242,C,B,3,B,A
210056926676,B,E,2,D,A
210057826893,E,D,5,E,A
210058023125,E,E,5,C,A
210055290425,E,F,4,D,A
210055432055,C,F,4,E,A
210057356224,D,G,3,H,A
210056546169,C,E,3,F,A
210056712893,E,E,3,B,A
210056658496,E,E,3,F,A
210055709835,E,E,5,H,A
210055700192,D,E,3,B,A
210056948557,E,F,3,G,A
210057845072,H,E,2,B,A
210057540266,E,E,5,C,A
210055734046,F,G,4,C,A
210055697121,E,E,4,F,A
210056654363,D,E,5,F,A
210055362316,C,G,3,D,C
210056848555,B,B,2,D,A
210055741962,A,E,4,D,A
210055650785,D,D,3,E,A
210055696648,C,E,3,C,A
210055542063,E,B,3,B,A
210057310448,C,C,5,A,D
210056546429,B,B,8,D,A
210056908528,E,E,4,E,A
210057791505,D,D,4,C,A
210056237490,C,C,3,E,A
210055562373,E,G,4,L,B
210056158889,B,B,2,D,A
210055757042,C,D,4,B,A
210055467378,D,C,2,N,A
210057114791,E,E,4,B,A
210057793758,C,F,2,C,A
210055707024,D,E,3,I,A
210055486224,C,D,3,F,A
210056658259,B,B,2,D,A
210057358580,A,E,3,B,A
210057671639,E,F,5,D,A
210057344775,C,E,3,C,A
210057345012,E,E,2,C,A
210055591708,F,E,2,C,A
210057376708,C,E,4,G,A
210055425055,G,E,4,C,A
210055756132,D,C,6,F,A
210057712362,D,D,1,C,A
210056223196,G,F,3,D,A
210055690160,B,A,2,C,A
210055468102,B,B,3,A,A
210055473075,D,E,2,C,A
210055582695,B,B,2,B,A
210054541934,E,F,4,E,A
210055463564,F,E,3,K,A
210057833994,C,C,3,C,A
210056236924,C,E,2,C,A
210054566919,B,B,5,D,A
210055640122,E,E,5,L,A
210057830734,E,G,2,C,A
210056630824,B,F,8,E,A
210055633507,G,E,4,G,A
210056225199,E,E,4,D,A
210055541052,C,D,3,F,B
210056582794,B,E,3,D,A
210056468505,B,E,4,A,B
210057795423,E,E,4,G,A
210056242938,E,E,5,E,A
210055767436,B,G,5,B,A
210056686092,B,E,4,E,A
210057808929,E,F,2,C,A
210055231500,G,B,3,M,B
210057368130,F,D,4,D,A
210057576419,D,C,3,E,A
210056580343,D,E,3,B,A
210055627224,B,E,4,E,A
210055867344,C,C,3,D,A
210055305426,C,C,3,C,A
210057765256,B,C,5,G,A
210057328172,D,E,4,D,A
210055576937,B,F,3,B,A
210057936209,E,G,5,D,A
210055696810,H,E,4,E,A
210055633916,C,E,4,C,A
210054980139,E,E,3,J,A
210055032886,C,B,3,E,A
210057383065,B,B,2,C,A
210057047154,C,B,3,C,A
210056849011,B,B,4,C,A
210055698372,E,C,4,E,A
210055540275,B,D,5,B,A
210057354856,C,G,4,E,A
210056930202,H,E,5,F,A
210057383373,E,C,5,B,A
210057104953,D,F,5,C,A
210055778414,D,D,4,G,A
210054542927,C,E,4,F,A
210056224804,D,E,3,C,A
210057385152,E,E,4,F,A
210057286609,H,H,6,C,A
210055327650,C,C,5,C,A
210054552895,H,E,6,E,A
210057783673,H,C,2,B,A
210054558927,E,F,4,F,A
210056592031,C,C,3,C,A
210056465572,B,D,4,F,A
210055497841,D,D,3,D,A
210055688924,E,E,2,B,A
210056952891,E,E,4,B,A
210055727175,C,C,3,C,A
210057812408,B,B,3,D,A
210055665105,C,B,4,B,D
210055756452,B,E,4,B,A
210055733804,B,D,5,F,A
210057939613,B,B,2,C,A
210055799078,D,E,3,C,A
210056671846,E,D,4,C,A
210056860851,H,E,2,C,A
210055692147,E,E,5,C,A
210056662339,E,E,4,B,A
210057974060,B,E,6,B,A
210056628157,E,E,3,C,A
210055496322,C,D,3,B,A
210055535680,E,F,3,H,A
210055574661,E,E,5,A,A
210055768828,D,D,5,B,A
210057825096,D,D,3,B,D
210054841962,B,B,4,F,A
210055683606,B,E,3,B,A
210055211367,G,G,2,B,A
210055653195,B,B,4,C,A
210057367811,C,B,2,C,A
210055648605,B,D,3,C,A
210055535477,D,F,2,D,A
210057492497,C,C,4,B,A
210057793912,F,E,4,H,A
210056313310,B,B,1,D,A
210055430269,C,F,3,F,A
210055646639,E,E,4,C,A
210055202066,D,D,5,E,A
210056576317,B,B,5,A,A
210055697060,G,G,4,Q,D
210056552460,B,B,6,B,A
210055610989,B,B,3,A,A
210055299035,B,B,4,B,A
210057813940,H,H,3,E,A
210057581435,E,C,3,G,A
210056885116,E,G,4,F,A
210056434739,D,B,4,C,A
210057348919,H,E,3,C,A
210055729440,E,E,4,B,A
210056941494,B,C,5,D,A
210057339879,H,E,4,O,A
210056242672,E,G,3,G,A
210055653025,C,E,3,B,A
210057071052,B,C,5,C,A
210056479592,F,E,3,O,A
210054547372,C,G,5,H,A
210055605648,E,C,3,C,A
210057372950,D,E,4,F,A
210057808414,G,C,5,C,A
210057933632,F,F,5,I,C
210055702325,E,F,2,D,A
210054556416,B,C,3,C,A
210055486595,C,C,5,C,A
210056948120,G,F,4,H,A
210056896109,E,H,4,H,A
210055720436,E,E,4,B,A
210057563858,E,E,6,G,A
210057793698,B,B,3,C,A
210055061319,E,E,4,G,A
210057976255,E,E,4,D,A
210055745404,A,C,3,D,A
210057835829,H,C,6,A,A
210054561801,E,G,3,H,A
210055734626,E,F,3,E,A
210055514676,B,F,3,F,A
210055704848,C,E,4,C,A
210057376785,D,E,3,C,A
210055680719,E,E,4,E,A
210056868508,B,E,3,E,A
210056220683,F,G,4,Q,B
210057594658,E,E,4,F,A
210056220378,B,E,3,D,A
210057115057,E,E,4,B,A
210057114734,C,C,2,B,A
210057997678,E,E,2,B,A
210056659321,B,B,2,A,D
210055734853,C,C,2,B,A
210057350543,E,E,3,I,A
210055615900,G,F,3,E,B
210055469259,G,G,4,O,A
210055755192,D,B,4,E,A
210054559383,E,G,3,H,A
210057398336,E,C,5,B,A
